UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,M_6940
8501,L55680,L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,M_9500
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,M_7428
6827,L54006,L,301.0,310.9,1822,21.6,168,0,0,0,0,0,0,M_7826
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,M_5130
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,M_8801
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,M_8753
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,M_5721
1651,M16510,M,298.0,307.9,1417,51.0,137,0,0,0,0,0,0,M_2650
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,M_5140
1618,L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,M_2617
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,M_3029
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,M_9517
4576,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,M_5575
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,M_4992
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,M_8376
6150,M21009,M,301.0,311.1,1420,47.4,167,0,0,0,0,0,0,M_7149
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,M_5908
5027,L52206,L,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,M_6026
8261,H37674,H,299.1,310.6,1332,48.0,148,0,0,0,0,0,0,M_9260
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,M_5731
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,M_8548
8135,L55314,L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,M_9134
1607,L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,M_2606
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,M_5773
8110,L55289,L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,M_9109
6952,L54131,L,300.8,311.3,1524,43.5,71,0,0,0,0,0,0,M_7951
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,M_7004
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,M_8728
3542,L50721,L,301.8,310.8,1546,43.4,29,0,0,0,0,0,0,M_4541
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,M_1388
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,M_2794
8732,H38145,H,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,M_9731
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,M_5919
5538,L52717,L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,M_6537
3873,L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,M_4872
8869,L56048,L,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,M_9868
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,M_3254
3413,L50592,L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0,M_4412
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,M_6459
4956,M19815,M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,M_5955
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,M_8396
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,M_6414
7400,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,M_8399
7415,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,M_8414
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,M_10100
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,M_5851
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,M_3025
2616,L49795,L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,M_3615
7389,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,M_8388
2927,L50106,L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,M_3926
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,M_2121
2911,L50090,L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,M_3910
8147,L55326,L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,M_9146
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,M_8383
3483,L50662,L,301.9,310.8,1540,37.6,83,0,0,0,0,0,0,M_4482
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,M_1795
1576,L48755,L,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,M_2575
6177,L53356,L,301.0,310.9,1515,37.3,6,0,0,0,0,0,0,M_7176
6267,L53446,L,300.8,310.4,1368,46.8,21,0,0,0,0,0,0,M_7266
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,M_3458
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,M_4312
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,M_2253
6835,L54014,L,301.1,311.0,1378,51.1,190,0,0,0,0,0,0,M_7834
8795,M23654,M,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,M_9794
3838,L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,M_4837
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,M_5398
3596,L50775,L,301.6,310.4,1517,41.1,167,0,0,0,0,0,0,M_4595
6622,M21481,M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,M_7621
8383,L55562,L,298.9,310.0,1719,27.3,58,0,0,0,0,0,0,M_9382
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,M_3124
3239,M18098,M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,M_4238
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,M_6403
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,M_6998
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,M_6938
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,M_3045
1579,L48758,L,298.3,308.4,1593,37.0,174,0,0,0,0,0,0,M_2578
15,L47194,L,298.6,309.2,2035,19.6,40,0,0,0,0,0,0,M_1014
2674,L49853,L,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,M_3673
7017,L54196,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,M_8016
8721,L55900,L,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,M_9720
8850,L56029,L,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,M_9849
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,M_5812
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,M_2084
4984,L52163,L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,M_5983
7156,M22015,M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,M_8155
2885,L50064,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,M_3884
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,M_1333
7205,L54384,L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,M_8204
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,M_5367
3080,L50259,L,300.1,309.3,1340,56.0,130,0,0,0,0,0,0,M_4079
7204,M22063,M,299.8,309.6,1434,48.0,82,0,0,0,0,0,0,M_8203
9910,L57089,L,298.7,309.1,1607,32.7,2,0,0,0,0,0,0,M_10909
8865,M23724,M,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,M_9864
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,M_1263
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,M_5337
8896,H38309,H,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,M_9895
8448,L55627,L,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,M_9447
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,M_6903
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,M_2498
4191,H33604,H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,M_5190
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,M_8485
9644,L56823,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,M_10643
8311,L55490,L,298.7,309.9,1465,39.7,72,0,0,0,0,0,0,M_9310
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,M_8590
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,M_1500
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,M_10155
9415,L56594,L,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,M_10414
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,M_4095
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,M_5631
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,M_1367
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,M_5058
8175,L55354,L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,M_9174
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,M_5630
6071,L53250,L,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,M_7070
2665,M17524,M,299.9,309.4,1487,42.2,198,0,0,0,0,0,0,M_3664
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,M_2026
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,M_6908
5051,H34464,H,304.0,313.0,1701,30.4,171,0,0,0,0,0,0,M_6050
6329,L53508,L,300.7,310.0,1672,29.7,176,0,0,0,0,0,0,M_7328
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,M_10733
1692,L48871,L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,M_2691
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,M_1673
5573,L52752,L,302.4,312.0,1545,36.4,12,0,0,0,0,0,0,M_6572
5767,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,M_6766
5157,L52336,L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,M_6156
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,M_1733
3527,H32940,H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0,M_4526
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,M_1568
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,M_10187
2923,L50102,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,M_3922
7912,L55091,L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,M_8911
1559,M16418,M,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,M_2558
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,M_1101
3008,L50187,L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,M_4007
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,M_8201
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,M_1303
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,M_1076
6755,L53934,L,301.8,311.1,1495,36.9,197,0,0,0,0,0,0,M_7754
8630,H38043,H,297.5,308.5,1557,39.1,47,0,0,0,0,0,0,M_9629
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,M_2208
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,M_8742
8215,L55394,L,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,M_9214
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,M_9944
8414,M23273,M,298.6,309.7,1422,49.7,139,0,0,0,0,0,0,M_9413
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,M_2775
3474,M18333,M,301.8,310.8,1691,33.4,62,0,0,0,0,0,0,M_4473
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,M_1483
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,M_3189
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,M_1346
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,M_6481
8362,L55541,L,298.6,309.5,1450,44.3,7,0,0,0,0,0,0,M_9361
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,M_2472
5101,M19960,M,304.2,313.5,1437,47.2,102,0,0,0,0,0,0,M_6100
6766,L53945,L,301.5,310.9,1580,32.3,11,0,0,0,0,0,0,M_7765
8707,L55886,L,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,M_9706
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,M_5929
6330,M21189,M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,M_7329
2610,L49789,L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,M_3609
4,L47183,L,298.2,308.6,1433,39.5,7,0,0,0,0,0,0,M_1003
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,M_3213
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,M_5827
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,M_1856
6978,L54157,L,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,M_7977
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,M_6885
625,H30038,H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,M_1624
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,M_1290
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,M_3018
669,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,M_1668
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,M_9921
8265,M23124,M,299.1,310.6,1397,49.5,165,0,0,0,0,0,0,M_9264
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,M_10696
1632,L48811,L,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,M_2631
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,M_6170
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,M_8205
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,M_3522
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,M_3215
6969,L54148,L,300.9,311.2,1789,25.5,114,0,0,0,0,0,0,M_7968
6497,L53676,L,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,M_7496
6214,L53393,L,300.9,310.6,1552,34.9,95,0,0,0,0,0,0,M_7213
7033,L54212,L,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,M_8032
7421,L54600,L,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,M_8420
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,M_2107
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,M_1450
6290,L53469,L,301.0,310.5,1248,61.4,77,0,0,0,0,0,0,M_7289
9967,L57146,L,298.3,307.9,1507,41.2,149,0,0,0,0,0,0,M_10966
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,M_1135
1786,L48965,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,M_2785
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,M_4404
2907,L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,M_3906
8305,M23164,M,298.7,310.1,1506,50.7,53,0,0,0,0,0,0,M_9304
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,M_8492
6101,M20960,M,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,M_7100
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,M_5504
5054,L52233,L,303.8,312.9,1514,34.3,180,0,0,0,0,0,0,M_6053
5206,L52385,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,M_6205
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,M_5080
6919,L54098,L,301.0,311.5,1559,31.8,195,0,0,0,0,0,0,M_7918
6803,M21662,M,301.1,310.7,1621,31.0,108,0,0,0,0,0,0,M_7802
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,M_6206
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,M_1532
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,M_5830
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,M_5038
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,M_5084
3205,L50384,L,300.1,309.0,1404,54.8,29,0,0,0,0,0,0,M_4204
7111,M21970,M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,M_8110
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,M_1330
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,M_5957
3034,M17893,M,300.6,309.7,1934,22.8,15,0,0,0,0,0,0,M_4033
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,M_8684
1598,L48777,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,M_2597
9920,L57099,L,298.5,308.8,1305,58.7,26,0,0,0,0,0,0,M_10919
3598,M18457,M,301.7,310.5,1724,33.0,171,0,0,0,0,0,0,M_4597
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,M_10038
8002,L55181,L,300.8,312.0,1374,50.2,154,0,0,0,0,0,0,M_9001
591,L47770,L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,M_1590
648,L47827,L,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,M_1647
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0,M_10102
8016,M22875,M,301.0,312.0,1558,37.5,190,0,0,0,0,0,0,M_9015
3772,M18631,M,302.3,311.0,1384,49.7,192,0,0,0,0,0,0,M_4771
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,M_10039
5083,H34496,H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,M_6082
7883,H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0,M_8882
9363,M24222,M,298.0,308.5,1682,33.0,58,0,0,0,0,0,0,M_10362
4211,L51390,L,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,M_5210
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,M_9834
8700,M23559,M,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,M_9699
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,M_2795
2587,L49766,L,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,M_3586
8356,L55535,L,298.7,309.6,1502,46.7,198,0,0,0,0,0,0,M_9355
2317,L49496,L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,M_3316
4186,L51365,L,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,M_5185
8828,L56007,L,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,M_9827
7073,M21932,M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,M_8072
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,M_6234
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,M_9743
8671,L55850,L,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,M_9670
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,M_5768
9973,L57152,L,298.6,308.2,1390,51.4,168,0,0,0,0,0,0,M_10972
7145,M22004,M,300.4,309.8,1517,40.3,149,0,0,0,0,0,0,M_8144
2914,L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,M_3913
9872,M24731,M,298.9,309.8,1947,21.7,105,0,0,0,0,0,0,M_10871
9894,M24753,M,298.9,309.6,1284,55.3,166,0,0,0,0,0,0,M_10893
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,M_3075
4303,L51482,L,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,M_5302
5823,M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,M_6822
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,M_3149
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,M_1144
4964,L52143,L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,M_5963
8160,H37573,H,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,M_9159
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,M_10030
4776,L51955,L,303.5,312.0,1761,25.8,105,0,0,0,0,0,0,M_5775
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,M_9933
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,M_8749
9829,L57008,L,298.4,309.4,1385,50.0,201,0,0,0,0,0,0,M_10828
9215,L56394,L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,M_10214
6061,L53240,L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,M_7060
9476,L56655,L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0,M_10475
6410,L53589,L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,M_7409
3318,L50497,L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0,M_4317
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,M_8464
3062,L50241,L,300.1,309.1,1353,58.7,86,0,0,0,0,0,0,M_4061
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,M_2355
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,M_5514
5506,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,M_6505
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,M_6250
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,M_5511
1731,M16590,M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,M_2730
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,M_2758
6651,L53830,L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,M_7650
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,M_7646
9861,H39274,H,298.7,309.6,1755,26.9,73,0,0,0,0,0,0,M_10860
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,M_5139
9394,H38807,H,297.7,308.2,1489,43.0,151,0,0,0,0,0,0,M_10393
5124,M19983,M,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,M_6123
1,M14860,M,298.1,308.6,1551,42.8,0,0,0,0,0,0,0,M_1000
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,M_2864
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,M_1543
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,M_1349
6907,M21766,M,301.0,311.5,1530,43.9,165,0,0,0,0,0,0,M_7906
9766,L56945,L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0,M_10765
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,M_3523
3465,L50644,L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0,M_4464
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,M_1457
3024,L50203,L,300.4,309.5,1711,29.2,215,0,0,0,0,0,0,M_4023
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,M_8261
9516,L56695,L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,M_10515
7873,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,M_8872
6626,M21485,M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0,M_7625
2535,L49714,L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,M_3534
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,M_1131
3705,M18564,M,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,M_4704
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,M_2372
6201,L53380,L,301.0,310.9,1679,29.8,64,0,0,0,0,0,0,M_7200
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,M_5856
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,M_5712
5545,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,M_6544
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,M_2413
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,M_5113
656,L47835,L,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,M_1655
8138,H37551,H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,M_9137
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,M_5098
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,M_1592
8709,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,M_9708
3124,H32537,H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,M_4123
3048,L50227,L,300.2,309.4,1558,38.3,51,0,0,0,0,0,0,M_4047
3888,L51067,L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,M_4887
5736,L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,M_6735
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,M_3184
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,M_3145
7048,L54227,L,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,M_8047
3106,L50285,L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,M_4105
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,M_10233
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,M_10096
2770,M17629,M,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,M_3769
5222,L52401,L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,M_6221
5834,L53013,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0,M_6833
1733,H31146,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,M_2732
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,M_1265
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,M_6144
8268,L55447,L,299.2,310.7,1540,36.3,175,0,0,0,0,0,0,M_9267
3938,L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,M_4937
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,M_1761
7221,L54400,L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,M_8220
